;target;text;chars;word_count;hash_count;punctuation_count;punctuation;uppercase
15347;negative;i am not happy at all;21;6;0;0;[];0
15348;negative;i miss my water cuz my well went dry;36;9;0;0;[];1
15349;neutral;getting ready to shop birmingham here i come;45;8;0;0;[];0
15350;negative;ahhh im engulfed in shooooes who told me to buy so maany shoes;69;14;0;2;['`', '.'];3
15351;negative; not academically of course i miss him already;53;10;0;6;"[""'"", '.', '.', '.', '.', ""'""]";1
15352;positive;just saw the new star trek movie it was so good zachary quinto is amazingggg;79;15;0;3;['.', '!', '!'];6
15353;positive;sushi joint was closed but still had a nice lunch w angel;60;12;0;2;['/', '!'];2
15354;neutral; yes need to listen to sad spsongs;36;7;0;2;['.', '-'];5
15355;neutral;i want to go see up;19;6;0;0;[];2
15356;neutral; its the frog whos been attacking chelseylol funny;79;9;0;5;['`', '`', '.', '.', '!'];5
15357;positive;dream of a better world because its coming someone could live off of those words dude;89;16;0;4;"[""'"", '`', ""'"", '-']";0
15358;negative;devjavanet the slowest website;34;5;0;3;['.', '.', ':'];0
15359;neutral; i could really fancy a nap right now but i am at work at am and i feel that if i nap now i am wasting my evening;114;28;0;0;[];0
15360;neutral;rele doesnt want to leave lfpa;31;6;0;1;['.'];1
15361;negative; why would u get in trouble with me i did not follow the logic sorry;69;15;0;1;[','];0
15362;positive;looking forward to having dinner with family and friendsss happy mothers day to all the moms out there;104;18;0;2;['!', '!'];8
15363;positive; agree completely its all about attitude chutzpah;53;8;0;2;['.', '`'];0
15364;neutral;morning all its monday sigh trying to have a positive outlook on the day but its being difficult already;111;19;0;7;['.', '`', '.', '.', ',', '`', '.'];5
15365;neutral;well poop looks like the office doesnt have the keys i dont have the keys neighbors dont have the keys bike rides from now on;138;25;0;8;['.', '`', '.', '`', '.', '`', '.', '.'];5
15366;neutral;now i have no sky until monday;30;7;0;0;[];4
15367;positive; congratulations xo;20;2;0;0;[];1
15368;neutral;has got grass all over him;26;6;0;0;[];0
15369;neutral;thought i was going to have a fun day;37;9;0;0;[];1
15370;positive;needs a new job either closer to home or worth the drive;56;12;0;0;[];0
15371;positive;waking up at ungodly hours to go to work is starting to get old but at least the coffee is good;95;21;0;0;[];1
15372;neutral; im yaoo not sonnnny;24;4;0;2;['`', ','];1
15373;positive;popping out to see samson and delilah this arvo hear it is good;64;13;0;1;[','];17
15374;positive; its fun to see that glimpse of your life;42;9;0;1;['`'];1
15375;neutral;in a rush lunchtime anyway;32;5;0;4;['.', '.', '.', '.'];2
15376;neutral; yeah and neither of them are in huntsville i would so quit both of my jobs here for one job there;104;21;0;4;['.', '.', '.', '.'];0
15377;negative; i dont like to see you like this there must be something to make you smile;83;16;0;7;['`', '.', '.', '.', '.', '.', '.'];0
15378;positive;dam haha that would be cool brianna and i should fly over there haha;72;14;0;2;[',', '.'];0
15379;positive; it was amazing had the best time hope you had a good weekend too;70;14;0;4;['!', '!', '!', '.'];8
15380;negative;did crossfit running todayagitated my right leg;50;7;0;3;['.', '.', '.'];0
15381;negative; i think its less of a tribute and more of a parody;53;12;0;2;['`', '.'];1
15382;neutral; how about some celtic up in our lives;59;9;0;1;['?'];2
15383;neutral;cant wait hand in work tomorrow then im practically finished for the year yay;88;15;0;8;['`', '!', '!', '!', '!', '!', '!', '!'];1
15384;positive;happy mothers day to all to all the wonderful moms out there matalatine;75;13;0;3;['`', '.', '-'];4
15385;negative; i wish i knew someone down there who could hook us up a friend told me once that they got crappy seats for a show in chi;125;27;0;1;['.'];5
15386;positive; glad you like;15;3;0;1;['!'];1
15387;positive;shiny thanks for the headsup youre an hour ahead of me here;64;12;0;4;['-', '.', '`', '.'];2
15388;neutral; oh that said the sellout was a fluke it turns out the projector was broken i still think the film is bloody good times tho;131;25;0;6;[',', ',', '.', '.', ',', '.'];3
15389;neutral; tat psp its ma fathers name hw did it end up in ma userid long story vishnupsp is ma user id for almost all sites;123;25;0;8;['!', '.', '?', '.', '.', '`', '`', '.'];6
15390;neutral;just woke up and washed up i have class till then chillin in g building with my nigguhs then my bby is coming over ilh;138;30;0;5;[',', '.', ':', '!', '?'];5
15391;positive;had a awesome day;18;4;0;1;['!'];0
15392;positive; sweeny todd is an awesome movie the best;42;8;0;1;[','];2
15393;positive; yay so the nekkid writing is working thenyou keep warm now am in awe of the k am always cactus by good luck;117;25;0;5;[',', '?', '!', '-', '.'];4
15394;positive;wow almost got involved in this big fight at school ah but anyways text me going to causins house plus game crazy;121;22;0;7;[',', '!', ',', '?', '`', ',', '.'];0
15395;neutral; didnt know you were on twitter coming to the show tomorrow lorraine cant make it;86;15;0;5;['`', '!', '?', '?', '`'];2
15396;negative;my dog ran awayyy;17;4;0;0;[];0
15397;negative;internet is painfully slow today;32;5;0;0;[];1
15398;neutral; im on mobile web and it wont let me it looks awesome thoughand no one reads my tweets anyway;101;19;0;7;['`', '`', '.', '.', '.', '.', '.'];1
15399;negative;has made herself officially unavailable to her best friend;58;9;0;0;[];0
15400;neutral; i know pero available na yata eh sa singapore though;57;10;0;4;[',', '.', ',', '!'];3
15401;positive; congrats on your new phone;28;5;0;1;['!'];1
15402;neutral;lamania i have no mask to whoooops;37;7;0;0;[];0
15403;positive; i was thinking that too this morning dont worry it soon passes;65;12;0;2;['.', '`'];2
15404;neutral;sportday with charlotte;24;3;0;1;['-'];0
15405;negative;endlessly fascinated by the dual engine monitor in this cab then it reminds me of fail sorry next gen;121;21;1;3;['.', '.', '.'];3
15406;neutral;needs my mommy ;40;4;0;0;[];0
15407;neutral; thats what i like to hear i am unabashedly not cool thats what makes me so cool byw ;96;19;1;4;['`', '.', '.', '`'];4
15408;neutral; woman follow me;17;3;0;1;[','];0
15409;neutral;packing up my desk;18;4;0;0;[];1
15410;positive; as a nj native i thank u;26;7;0;1;[','];0
15411;positive;sweet usb at charles and marie site just bought it ;78;11;0;1;[','];6
15412;negative;gah why is my macbook pro getting so frickin hot just sitting on the table doing nothing;93;17;0;5;['.', '.', '.', '`', '?'];3
15413;neutral; days away from being evicted;31;6;0;0;[];0
15414;neutral; now you have to cover the whole purse with those so it looks like a pattern;83;17;0;2;['.', '.'];1
15415;neutral; i was ment c u tonyt but my frend was l n wen we got ther they wernt letin priority tickets in ill def be aplyin agen tho;129;29;0;3;['!', '`', '!'];0
15416;positive;spending qt with the hubby;26;5;0;0;[];3
15417;neutral;fever of awesome my tonsils are so swollen i cant even eat solid food still on location the pictures rule though;121;22;0;4;['.', '.', '`', '.'];5
15418;neutral;wishing warped tour came to london canada;46;7;0;5;['.', '.', '.', '.', '.'];0
15419;negative;i shrunk my favourite cardigan hubby said hed buy me a new one i practically lived in it and its gone i shall say a few words ;134;28;0;7;"['.', '`', '.', '`', '.', ';', ')']";4
15420;negative;this darn cold just keeps getting worse i bought some hayfever pills just to try out maybe ive had that all along;115;22;0;1;['`'];0
15421;neutral; it does but that game doesnt;31;6;0;2;['`', '.'];0
15422;neutral; hello im good thank you tottaly tired been working lots todaytottaly shattered what about u;101;16;0;7;[',', '-', ',', '.', '.', '.', '!'];1
15423;positive;really wanted to go to that gig tonight;39;8;0;0;[];0
15424;positive;happy mamas day to all mothers;31;6;0;1;['`'];2
15425;positive;but did i mention spending time with two bffs totally worth it;67;13;0;4;['.', '.', '.', '.'];1
15426;positive; very cute and pretty;21;4;0;0;[];0
15427;neutral; see you on may ;20;5;0;2;['!', '!'];1
15428;neutral; oh dear boyle is staying ;33;7;0;4;['-', '.', '.', '.'];2
15429;neutral; can you send ringtones to iphones idk how to regular ringtones for it;72;13;0;2;['?', '!'];2
15430;positive;morning twitties heading to college just back from the docs god im hungry streching my ears again today mm payday i love you;136;24;0;8;"['!', ',', ',', '`', '!', ';', ')', '!']";4
15431;neutral;sleeping in my own bed tonight at home;43;8;0;5;['.', '.', '.', '!', '!'];0
15432;positive;houstatlantavegas sooner than later nov th a night off successful over and over for the last hours heavennn;123;21;0;7;[',', ',', '.', ',', ',', '.', '-'];0
15433;positive; i look forward to that if u ever write things a misanthrope must do to be at peace w humanity im up for that as well;121;27;0;2;['.', '`'];6
15434;neutral;is at work;10;3;0;0;[];1
15435;neutral; in rural is considered posh;44;7;1;1;[','];1
15436;neutral; i feel your pain man people say its really good but i dont have the money to waste on a ps;95;21;0;3;[',', '`', '`'];4
15437;negative;im really full and i feel sick;31;7;0;1;['`'];2
15438;positive; happy mothers day to ms pat carey;36;7;0;2;['`', '.'];4
15439;positive;just got home from another wonderful night;42;7;0;0;[];1
15440;negative;celebrating the fact that norwich city got relegated yesterday seems like myself and the awfully nice mr fry are football rivals;131;21;0;2;['.', '!'];6
15441;negative;needs water paper towels and coke from the store but feels too sick to go get it;81;17;0;1;[','];0
15442;neutral;more beans on toast for breakie gotta clean my room and study for final cisco exam then watch cant wait;115;22;1;5;['!', ',', '.', '`', '!'];4
15443;negative; i accidently dropped it now the screen is all messed;55;11;0;0;[];1
15444;negative;is wondering if my ankle will ever stop hurting;47;9;0;0;[];1
15445;neutral;work today;10;2;0;0;[];1
15446;negative; sigh how are you;19;4;0;1;['?'];5
15447;neutral;go to school reviens h;33;7;0;2;[':', '/'];2
15448;positive;ah good idea library seems to work thats why im not there obviously;71;13;0;3;['.', '`', '.'];0
15449;negative; hehee yea its supposed to sound mean hahhaa;48;8;0;4;['!', '!', '.', '.'];0
15450;neutral; correction facetious not sarcastic apologies oh and happy mothers day;81;10;0;10;"[':', ""'"", ""'"", ""'"", '.', ""'"", '.', ',', '`', '!']";5
15451;positive;dashboard modest mouse first modest mouse blip oyay not bad z;91;13;0;7;['[', '-', ']', '!', ',', '.', '?'];7
15452;positive; im only telling the truth you know you have skills;58;10;0;6;['`', '.', '.', '.', '.', '.'];2
15453;neutral; ill be back on it later today got plenty of gold but willing to help you out if you need anything at all;109;23;0;4;['`', ',', ',', ','];0
15454;neutral; besides when u come and visit ill have more room for u;56;12;0;1;['!'];0
15455;positive; yeah i checked it pretty nice site;36;7;0;1;[','];0
15456;negative; thats what i tell everyone their food is the worst no one understands my horror;84;15;0;4;['`', '!', '!', '.'];5
15457;neutral;my beautiful lil cousin is going to prom todaysad i cant be therebut i know shes gonna look beautiful as always;122;21;0;9;['.', '.', '.', '`', '.', '.', '.', '.', '.'];15
15458;positive; omg its the famous amanda woman person thingy hugs all around;67;11;0;4;['!', '`', '!', '!'];18
15459;neutral;about to go on hour journey home;34;8;0;0;[];1
15460;negative;gonna get off to try and catch some zs no more high school after tomorrow which really sucks i wish i didn ;138;23;0;5;['`', ',', '!', '.', '.'];1
15461;neutral; where you ladies off to;25;5;0;1;['?'];0
15462;positive; shoping till you drop davidhahaenjoy your day;50;7;0;4;['.', '.', '.', '.'];1
15463;positive;club wished i could have been there last night sounds like it was rocking cant wait to see pix or vids;106;21;0;3;['.', '!', '`'];3
15464;positive;off to dinner with his fam;30;7;0;1;['.'];1
15465;neutral;i will stumble i will fall down but i will not be moved ;64;14;0;7;"[""'"", '.', '.', '.', '.', '.', ""'""]";4
15466;negative;sitting in traffic while my car gets rained on just washed it on sunday doesnt the weather know this is california;118;21;0;4;['.', '.', '`', '?'];5
15467;negative;im at my saddest right now i lost my mobile phone earphones waz feels a little incomplete and i feel the same;112;22;0;3;['`', '.', '.'];4
15468;negative;omg i have so many finals to study for i so freaked out that im gona fail;79;18;0;5;['!', '!', '!', '!', '!'];0
15469;neutral; you obviously havent seen my mrs first thing in a morning;58;11;0;0;[];0
15470;negative; thats sucky well miss you being on;40;7;0;4;['`', '.', '`', '.'];2
15471;neutral;cant sleep again been up for ages;37;7;0;4;['!', '.', '.', '.'];1
15472;neutral;tryin to figure all this out lol;34;7;0;2;['!', '!'];4
15473;neutral; i selected people today out of my list out of or so i picked the that made me laugh;94;22;0;2;['.', '!'];3
15474;neutral; looks like the nap will have to wait im still waiting on the poor guy;73;15;0;2;['.', '`'];2
15475;positive;happy mamas day ladies have a good day;42;8;0;3;['`', '!', '.'];0
15476;neutral;last time in the drama room;27;6;0;0;[];1
15477;negative;is house bound with acute mumps bad times whole day ov supernatural me thinks x;85;15;0;4;['.', '.', '.', '.'];0
15478;neutral; is there anything brian or i can do;38;8;0;1;['?'];2
15479;neutral;going to for lunch today with whos in i still need to hit the atm;71;16;0;4;['.', '`', '?', '.'];6
15480;neutral; ill check that out;19;4;0;0;[];0
15481;neutral;says morning ;39;3;0;1;['.'];1
15482;neutral;hi found you through i am indeed a pigment of your imagination;66;14;0;2;[':', '.'];2
15483;negative; yeah im not really feeling it either of course i dont like the movie line i wish that we were getting more animated;123;23;0;7;[',', '`', '.', ',', '`', ',', '.'];6
